Leading Gene names	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	Imputed (0=no/1=yes)	LFQ intensity RNAi_2	Imputed (0=no/1=yes)	LFQ intensity RNAi_3	Imputed (0=no/1=yes)	LFQ intensity Control_1	Imputed (0=no/1=yes)	LFQ intensity Control_2	Imputed (0=no/1=yes)	LFQ intensity Control_3	Imputed (0=no/1=yes)	GlyGly (K) site positions
RAD17	RAD17	Cell cycle checkpoint protein RAD17	1	1	O75943-2;O75943	O75943-2;O75943	1;1	1;1	1;1	75.835	1.9	0.97	9.4E-01	23.5259	0	25.1049	1	24.1445	1	24.2757	0	23.7382	1	24.9033	1	
BOD1L1	BOD1L1	Biorientation of chromosomes in cell division protein 1-like 1	2	2	Q8NFC6	Q8NFC6	2	2	2	330.46	0.8	1.43	3.8E-01	24.0099	1	24.7568	0	24.1879	1	24.6778	1	23.6542	1	23.0619	1	
PIAS4	PIAS4	E3 SUMO-protein ligase PIAS4	1	1	Q8N2W9	Q8N2W9	1	1	1	56.503	2.5	1.01	9.8E-01	24.0106	1	23.9145	1	23.4749	1	23.3363	1	24.7915	1	23.2217	0	
CBX6	CBX6	Chromobox protein homolog 6	1	1	O95503	O95503	1	1	1	43.898	3.9	1.39	3.4E-01	24.624	1	25.007	1	23.9012	1	24.5532	1	23.5327	1	24.0191	0	
MYO18A	MYO18A	Unconventional myosin-XVIIIa	1	1	Q92614-5;Q92614-2;Q92614-3;Q92614-4;Q92614	Q92614-5;Q92614-2;Q92614-3;Q92614-4;Q92614	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	180.49	0.8	1.60	1.8E-01	25.9136	1	24.5344	1	25.0329	1	24.5613	1	24.2438	0	24.6415	1	
CDKN2D	CDKN2D	Cyclin-dependent kinase 4 inhibitor D	2	2	P55273	P55273	2	2	2	17.7	12.7	0.43	6.2E-02	23.3611	1	23.2456	1	23.8616	0	23.896	1	24.8559	1	25.381	1	
DSN1	DSN1	Kinetochore-associated protein DSN1 homolog	1	1	Q9H410-3;Q9H410-2;Q9H410-4;Q9H410	Q9H410-3;Q9H410-2;Q9H410-4;Q9H410	1;1;1;1	1;1;1;1	1;1;1;1	27.997	4.4	1.35	4.9E-01	24.2616	1	23.8625	1	25.044	1	24.6539	1	23.0783	1	24.1284	0	
ACACB	ACACB	Acetyl-CoA carboxylase 2;Biotin carboxylase	14	2	O00763-3;O00763-2;O00763	O00763-3;O00763-2;O00763	14;14;14	2;2;2	2;2;2	255.09	7.4	1.42	3.4E-01	23.4897	1	25.0282	1	24.0363	1	23.6605	1	23.5131	1	23.8748	0	
KRR1	KRR1	KRR1 small subunit processome component homolog	2	2	Q13601-2;Q13601	Q13601-2;Q13601	2;2	2;2	2;2	36.788	7.4	0.65	4.9E-01	24.6715	1	24.7715	1	22.2562	0	24.5671	1	24.4967	1	24.494	1	
TMEM184C	TMEM184C	Transmembrane protein 184C	1	1	Q9NVA4	Q9NVA4	1	1	1	50.141	3	1.00	9.9E-01	24.4344	1	24.0309	1	24.171	1	24.2833	1	24.8837	1	23.4599	0	
TMEM63A	TMEM63A	CSC1-like protein 1	2	2	O94886	O94886	2	2	2	92.125	2.7	0.79	6.1E-01	23.1178	1	24.7366	1	24.2598	1	24.2533	1	23.8237	1	25.0358	0	
SLC6A9	SLC6A9	Sodium- and chloride-dependent glycine transporter 1	2	2	P48067-2;P48067-3;P48067	P48067-2;P48067-3;P48067	2;2;2	2;2;2	2;2;2	70.582	3.3	0.72	1.8E-01	24.4997	1	23.7506	1	23.7811	1	24.4831	1	24.2164	1	24.7602	0	
PSMB7	PSMB7	Proteasome subunit beta type-7	1	1	Q99436	Q99436	1	1	1	29.965	4	0.93	7.0E-01	23.6598	1	23.4457	1	24.1973	1	24.0405	1	23.5998	1	23.9945	0	
PNKP	PNKP	Bifunctional polynucleotide phosphatase/kinase;Polynucleotide 3-phosphatase;Polynucleotide 5-hydroxyl-kinase	1	1	Q96T60-2;Q96T60	Q96T60-2;Q96T60	1;1	1;1	1;1	53.003	2.5	1.45	4.1E-01	24.5954	1	24.8578	1	24.3898	1	22.9846	0	24.9011	1	24.3376	1	
DENND5A	DENND5A;DENND5B	DENN domain-containing protein 5A;DENN domain-containing protein 5B	2	2	Q6IQ26-2;Q6IQ26;Q6ZUT9-4;Q6ZUT9;Q6ZUT9-2	Q6IQ26-2;Q6IQ26;Q6ZUT9-4;Q6ZUT9;Q6ZUT9-2	2;2;1;1;1	2;2;1;1;1	2;2;1;1;1	141.98	2.6	1.29	2.0E-01	24.4341	1	24.3173	1	24.8987	1	24.4725	0	23.9389	1	24.1448	1	
ZFYVE26	ZFYVE26	Zinc finger FYVE domain-containing protein 26	1	1	Q68DK2-5;Q68DK2-2;Q68DK2	Q68DK2-5;Q68DK2-2;Q68DK2	1;1;1	1;1;1	1;1;1	278.33	0.6	1.30	5.7E-01	24.6836	1	24.8302	1	24.4134	1	25.37	1	23.3155	0	24.0945	1	
HELZ2	HELZ2	Helicase with zinc finger domain 2	1	1	Q9BYK8-2;Q9BYK8-4;Q9BYK8	Q9BYK8-2;Q9BYK8-4;Q9BYK8	1;1;1	1;1;1	1;1;1	231.67	0.6	1.39	1.1E-01	24.3101	1	23.9404	1	24.4471	1	23.7193	1	23.4865	0	24.0748	1	
AHI1	AHI1	Jouberin	1	1	Q8N157-3;Q8N157-2;Q8N157	Q8N157-3;Q8N157-2;Q8N157	1;1;1	1;1;1	1;1;1	70.046	2.8	0.94	8.0E-01	23.7092	1	23.9634	1	24.2271	1	24.2776	1	23.5005	0	24.3807	1	
RAPGEF2	RAPGEF2	Rap guanine nucleotide exchange factor 2	5	3	Q9Y4G8	Q9Y4G8	5	3	3	167.41	4.6	1.11	7.9E-01	24.5575	1	25.1625	0	23.8909	1	25.1823	1	24.052	1	23.9238	1	
VPS37A	VPS37A	Vacuolar protein sorting-associated protein 37A	1	1	Q8NEZ2-3;Q8NEZ2-2;Q8NEZ2	Q8NEZ2-3;Q8NEZ2-2;Q8NEZ2	1;1;1	1;1;1	1;1;1	20.891	5.9	1.02	9.5E-01	24.5818	1	23.7976	1	24.5654	1	23.3631	0	25.0449	1	24.4335	1	
ARHGAP26	ARHGAP26	Rho GTPase-activating protein 26	1	1	Q9UNA1-2;Q9UNA1	Q9UNA1-2;Q9UNA1	1;1	1;1	1;1	86.164	1.3	1.11	8.6E-01	25.0146	1	24.2945	1	22.8099	1	24.2322	1	22.9727	0	24.4555	1	
PDCD6	PDCD6	Programmed cell death protein 6	1	1	O75340-2;O75340	O75340-2;O75340	1;1	1;1	1;1	21.664	5.8	1.44	5.4E-01	24.405	1	24.685	0	25.5707	1	23.0634	1	25.4555	1	24.5665	1	
MARK1	MARK1	Serine/threonine-protein kinase MARK1	6	1	Q9P0L2;Q9P0L2-3;Q9P0L2-2	Q9P0L2;Q9P0L2-3;Q9P0L2-2	6;5;3	1;1;1	1;1;1	89.002	7.2	1.08	9.0E-01	23.4836	1	24.3958	1	25.7327	1	24.0207	0	23.8251	1	25.4219	1	
SIPA1L1	SIPA1L1	Signal-induced proliferation-associated 1-like protein 1	2	2	O43166-3;O43166-2;O43166	O43166-3;O43166-2;O43166	2;2;2	2;2;2	2;2;2	197.41	1.1	0.57	3.2E-01	24.7773	0	24.4747	1	23.0579	1	25.3344	1	25.485	1	23.9531	1	
CETN3	CETN3	Centrin-3	1	1	O15182	O15182	1	1	1	19.55	7.2	1.19	7.3E-01	25.104	1	24.6743	0	24.6492	1	25.4754	1	24.8936	1	23.3211	1	
KIAA0100	KIAA0100	Protein KIAA0100	2	2	Q14667-2;Q14667	Q14667-2;Q14667	2;2	2;2	2;2	250.2	1	0.80	3.2E-01	23.9589	1	24.1667	1	23.2582	1	24.2988	1	24.0797	1	23.9971	0	
FBXO33	FBXO33	F-box only protein 33	2	2	Q7Z6M2	Q7Z6M2	2	2	2	62.629	4.7	0.47	8.4E-02	24.3339	1	23.6907	1	23.0381	1	24.2117	1	24.9089	0	25.2356	1	
BANF1	BANF1	Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed	1	1	O75531	O75531	1	1	1	10.058	13.5	0.58	1.5E-01	22.9015	1	24.0203	1	24.0186	0	24.589	1	24.7601	1	23.9521	1	
SIPA1L3	SIPA1L3	Signal-induced proliferation-associated 1-like protein 3	2	2	O60292	O60292	2	2	2	194.61	2.1	0.51	1.0E-01	23.4782	0	23.945	1	24.5909	1	25.1305	1	24.3409	1	25.4923	1	
ZEB2	ZEB2	Zinc finger E-box-binding homeobox 2	4	2	O60315-2;O60315	O60315-2;O60315	4;4	2;2	2;2	133.81	4.3	0.70	1.7E-01	23.3446	1	23.9853	1	23.5966	0	23.9709	0	24.6369	1	23.8658	1	
RPF2	RPF2	Ribosome production factor 2 homolog	1	1	Q9H7B2	Q9H7B2	1	1	1	35.582	4.2	0.94	8.6E-01	23.3653	1	23.9029	1	23.5789	1	24.4913	1	23.1086	0	23.5011	1	
HECTD4	HECTD4	Probable E3 ubiquitin-protein ligase HECTD4	5	2	Q9Y4D8-5	Q9Y4D8-5	5	2	2	145.07	4.6	0.72	1.5E-01	23.7519	1	22.8534	1	23.181	1	23.7359	1	23.7628	0	23.6799	1	
MAP7	MAP7	Ensconsin	2	2	Q14244-5;Q14244-3;Q14244-2;Q14244-6;Q14244-4;Q14244;Q14244-7	Q14244-5;Q14244-3;Q14244-2;Q14244-6;Q14244-4;Q14244;Q14244-7	2;2;2;2;2;2;2	2;2;2;2;2;2;2	2;2;2;2;2;2;2	66.937	4	0.78	1.5E-01	24.2727	1	24.3418	1	24.0351	1	24.9441	1	24.3315	1	24.4727	0	
C1orf174	C1orf174	UPF0688 protein C1orf174	1	1	Q8IYL3	Q8IYL3	1	1	1	25.977	5.8	0.77	3.1E-01	24.4885	1	24.4568	1	24.3602	1	25.4684	1	24.4269	1	24.5636	0	
TEX10	TEX10	Testis-expressed sequence 10 protein	2	2	Q9NXF1-2;Q9NXF1	Q9NXF1-2;Q9NXF1	2;2	2;2	2;2	103.91	3.7	1.12	8.2E-01	24.988	1	24.5384	1	23.2444	1	23.6599	0	23.6378	1	24.9753	1	
PAK1	PAK1	Serine/threonine-protein kinase PAK 1	3	1	Q13153	Q13153	3	2	1	60.646	6.8	1.66	4.5E-01	25.0742	0	24.6844	1	24.8364	1	23.0025	1	25.8307	1	23.5663	1	
DIP2A	DIP2A	Disco-interacting protein 2 homolog A	4	1	Q14689-3;Q14689-2;Q14689-4;Q14689-5;Q14689-6;Q14689	Q14689-3;Q14689-2;Q14689-4;Q14689-5;Q14689-6;Q14689	4;4;4;4;4;4	1;1;1;1;1;1	1;1;1;1;1;1	86.013	5.8	1.04	9.6E-01	23.7121	0	23.6342	1	24.6273	1	25.7075	1	23.6146	1	22.5011	1	
SLBP	SLBP	Histone RNA hairpin-binding protein	2	2	Q14493;Q14493-2	Q14493;Q14493-2	2;1	2;1	2;1	31.285	7.4	1.09	8.5E-01	24.8938	1	24.0741	1	23.3822	0	23.7481	1	24.7813	1	23.4562	1	
BEX3	BEX3	Protein BEX3 isoform 2	1	1	Q00994-2	Q00994-2	1	1	1	11.762	25.7	0.98	9.6E-01	22.7443	1	24.5667	0	23.4471	1	23.2715	1	24.3206	1	23.2653	1	
CREB5	CREB5	Cyclic AMP-responsive element-binding protein 5	1	1	Q02930-3;Q02930-2;Q02930	Q02930-3;Q02930-2;Q02930	1;1;1	1;1;1	1;1;1	53.062	5.1	1.45	2.7E-01	25.2562	1	24.8559	1	24.041	1	24.3242	1	24.4815	0	23.7415	1	
RBM33	RBM33	RNA-binding protein 33	2	2	Q96EV2	Q96EV2	2	2	2	129.98	2.4	0.84	6.7E-01	24.1093	1	22.716	1	24.2252	0	23.6815	1	24.3978	1	23.7103	1	
SERPINB4	SERPINB4	Serpin B4	9	2	P48594	P48594	9	2	2	44.853	24.1	0.97	9.0E-01	24.7157	1	24.9553	1	23.9234	0	24.7765	1	24.7611	1	24.2086	1	
TRMT10A	TRMT10A	tRNA methyltransferase 10 homolog A	1	1	Q8TBZ6	Q8TBZ6	1	1	1	39.718	4.1	1.02	7.8E-01	23.9317	1	24.1608	1	24.2303	1	24.1105	1	24.0199	1	24.1087	0	
HEATR6	HEATR6	HEAT repeat-containing protein 6	1	1	Q6AI08	Q6AI08	1	1	1	128.78	1.4	1.01	9.8E-01	23.8467	1	24.8111	1	22.8882	1	23.969	1	22.7784	0	24.7406	1	
DYNC2LI1	DYNC2LI1	Cytoplasmic dynein 2 light intermediate chain 1	2	2	Q8TCX1-3;Q8TCX1;Q8TCX1-2;Q8TCX1-5;Q8TCX1-4	Q8TCX1-3;Q8TCX1;Q8TCX1-2;Q8TCX1-5;Q8TCX1-4	2;2;2;1;1	2;2;2;1;1	2;2;2;1;1	37.5	8.1	0.88	8.5E-01	22.5497	1	25.0527	1	24.7088	1	24.0462	1	23.4659	0	25.3758	1	
DNAJB4	DNAJB4	DnaJ homolog subfamily B member 4	2	2	Q9UDY4	Q9UDY4	2	2	2	37.806	8.9	1.29	4.1E-01	25.0014	1	24.0657	1	24.1781	1	24.1565	1	24.443	1	23.5354	0	
GMPPA	GMPPA	Mannose-1-phosphate guanyltransferase alpha	1	1	Q96IJ6;Q96IJ6-2	Q96IJ6;Q96IJ6-2	1;1	1;1	1;1	46.291	3.3	0.55	2.0E-01	23.4576	1	22.4371	1	24.0601	1	24.5938	1	24.3717	0	23.5652	1	
SPTY2D1	SPTY2D1	Protein SPT2 homolog	2	2	Q68D10-2;Q68D10	Q68D10-2;Q68D10	2;2	2;2	2;2	74.229	3.4	0.70	5.7E-01	21.9929	0	23.6109	1	24.233	1	23.7396	1	24.6572	1	22.9766	1	
CHTF18	CHTF18	Chromosome transmission fidelity protein 18 homolog	3	2	Q8WVB6;Q8WVB6-2;Q8WVB6-3	Q8WVB6;Q8WVB6-2;Q8WVB6-3	3;3;2	2;2;1	2;2;1	107.38	3.5	0.90	7.2E-01	23.9948	1	24.5896	1	24.2687	1	24.1801	0	25.073	1	24.0321	1	
BNIP3	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	1	1	Q12983	Q12983	1	1	1	27.832	4.6	1.34	3.1E-01	24.7363	1	23.6653	1	24.3056	1	23.5736	1	23.6999	1	24.1788	0	
HMGCR	HMGCR	3-hydroxy-3-methylglutaryl-coenzyme A reductase	1	1	P04035-2;P04035;P04035-3	P04035-2;P04035;P04035-3	1;1;1	1;1;1	1;1;1	92.02	1.2	1.65	1.4E-01	24.3352	1	23.8908	1	24.2455	1	24.1182	1	22.8473	0	23.3421	1	
MNAT1	MNAT1	CDK-activating kinase assembly factor MAT1	1	1	P51948-2;P51948	P51948-2;P51948	1;1	1;1	1;1	31.148	4.9	1.22	7.6E-01	23.0197	1	25.4103	1	25.4021	1	24.7841	1	24.5755	1	23.6146	0	
SEC24D	SEC24D	Protein transport protein Sec24D	1	1	O94855;O94855-2	O94855;O94855-2	1;1	1;1	1;1	113.01	1.5	0.70	4.5E-01	24.823	1	23.0197	1	23.6525	1	24.0657	1	23.9943	0	24.9885	1	
CCNE2	CCNE2;CCNE1	G1/S-specific cyclin-E2;G1/S-specific cyclin-E1	2	2	O96020;P24864-3;P24864	O96020;P24864-3;P24864	2;1;1	2;1;1	2;1;1	46.757	5	1.21	7.3E-01	23.1432	1	24.7094	1	24.5874	1	23.9757	1	22.9087	0	24.7463	1	
GPM6B	GPM6B	Neuronal membrane glycoprotein M6-b	1	1	Q13491-2;Q13491;Q13491-3;Q13491-4	Q13491-2;Q13491;Q13491-3;Q13491-4	1;1;1;1	1;1;1;1	1;1;1;1	26.829	5.3	1.04	9.1E-01	22.8011	1	23.391	1	24.3359	1	23.4793	1	23.5046	0	23.3801	1	
TRAPPC10	TRAPPC10	Trafficking protein particle complex subunit 10	2	2	P48553	P48553	2	2	2	142.19	1.7	0.78	5.7E-01	23.8522	1	25.2382	1	23.3403	1	24.3383	1	24.6243	1	24.5224	0	
PMM2	PMM2	Phosphomannomutase 2	2	1	O15305;O15305-2	O15305;O15305-2	2;1	1;1	1;1	28.082	7.7	0.74	5.1E-01	23.8746	1	24.1457	1	23.1184	1	23.1732	1	24.3108	0	24.9561	1	
RBM27	RBM27	RNA-binding protein 27	3	2	Q9P2N5	Q9P2N5	3	2	2	118.72	3.9	1.19	7.5E-01	25.4209	1	23.7899	1	24.9113	1	25.4398	1	24.3897	0	23.5544	1	
KIF3C	KIF3C	Kinesin-like protein KIF3C	4	1	O14782;Q9BVG8-5;Q9BVG8-2;Q9BVG8;Q9BVG8-6;Q9P2E2-3;Q9P2E2	O14782	4;1;1;1;1;1;1	1;0;0;0;0;0;0	1;0;0;0;0;0;0	89.425	7.7	0.76	3.6E-01	23.5394	1	22.9737	1	24.287	1	24.0705	1	23.8706	0	24.0661	1	550
WFS1	WFS1	Wolframin	1	1	O76024	O76024	1	1	1	100.29	1.6	1.17	8.5E-01	22.9066	0	25.8129	1	23.6668	1	22.7429	1	25.1353	1	23.8339	1	
SPRYD3	SPRYD3	SPRY domain-containing protein 3	1	1	Q8NCJ5	Q8NCJ5	1	1	1	49.693	2.5	1.02	9.7E-01	24.3397	1	25.9442	1	23.6214	1	24.6486	1	24.1703	1	25.0026	0	
ZNF566	ZNF566	Zinc finger protein 566	1	1	Q969W8;Q969W8-2	Q969W8;Q969W8-2	1;1	1;1	1;1	49.219	3.1	1.02	9.7E-01	24.7926	0	22.841	1	24.3122	1	24.5369	1	23.2901	1	24.0398	1	
APC	APC	Adenomatous polyposis coli protein	3	3	P25054-2;P25054-3;P25054	P25054-2;P25054-3;P25054	3;3;3	3;3;3	3;3;3	300.44	1.8	0.84	5.4E-01	23.5814	1	23.8786	1	23.9362	0	24.7364	1	23.5752	1	23.8211	0	
TRNAU1AP	TRNAU1AP	tRNA selenocysteine 1-associated protein 1	1	1	Q9NX07	Q9NX07	1	1	1	32.498	4.5	0.79	6.3E-01	23.4424	1	23.8742	1	24.6233	1	23.354	1	24.2878	0	25.3429	1	
MDH2	MDH2	Malate dehydrogenase, mitochondrial	1	1	P40926-2;P40926	P40926-2;P40926	1;1	1;1	1;1	30.875	5.4	1.18	6.5E-01	23.6258	1	24.6902	1	25.128	1	23.9293	1	24.2802	0	24.5328	1	
PHF6	PHF6	PHD finger protein 6	1	1	Q8IWS0-4;Q8IWS0-2;Q8IWS0-5;Q8IWS0-3;Q8IWS0	Q8IWS0-4;Q8IWS0-2;Q8IWS0-5;Q8IWS0-3;Q8IWS0	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	35.187	5.2	0.57	1.5E-01	23.957	1	23.8487	1	23.0779	1	25.0986	1	23.8477	1	24.3877	0	
KMT2D	KMT2D	Histone-lysine N-methyltransferase 2D	1	1	O14686;O14686-3	O14686;O14686-3	1;1	1;1	1;1	593.38	0.3	1.15	9.1E-01	20.9857	0	24.3997	1	23.7257	0	23.884	0	20.0482	0	24.5567	1	
MBOAT1	MBOAT1	Lysophospholipid acyltransferase 1	2	2	Q6ZNC8-3;Q6ZNC8-2;Q6ZNC8	Q6ZNC8-3;Q6ZNC8-2;Q6ZNC8	2;2;2	2;2;2	2;2;2	27.402	5	0.87	7.4E-01	23.9769	1	24.482	1	24.4097	0	23.563	1	24.5572	1	25.3282	1	218
CUTC	CUTC	Copper homeostasis protein cutC homolog	1	1	Q9NTM9	Q9NTM9	1	1	1	29.341	4.4	0.86	7.5E-01	22.9458	1	24.3863	0	24.846	1	24.443	1	23.7511	1	24.6401	1	
MECP2	MECP2	Methyl-CpG-binding protein 2	1	1	P51608;P51608-2	P51608;P51608-2	1;1	1;1	1;1	52.44	3.9	1.98	7.5E-02	24.1435	1	25.1482	1	23.787	1	23.2603	1	23.4128	1	23.4495	0	
REPIN1	REPIN1	Replication initiator 1	1	1	Q9BWE0;Q9BWE0-4	Q9BWE0;Q9BWE0-4	1;1	1;1	1;1	63.574	2.8	0.83	7.5E-01	25.4998	1	22.9518	1	23.959	1	24.225	1	24.3454	0	24.6218	1	
ASXL1	ASXL1	Putative Polycomb group protein ASXL1	2	2	Q8IXJ9	Q8IXJ9	2	2	2	165.45	1.8	0.78	6.2E-01	22.8751	0	24.5237	1	23.8937	1	23.8524	1	23.5253	1	24.9738	1	
DCP1B	DCP1B	mRNA-decapping enzyme 1B	1	1	Q8IZD4	Q8IZD4	1	1	1	67.722	2.6	0.80	5.5E-01	24.072	1	24.7611	1	23.3088	0	23.9039	1	24.4566	1	24.7249	1	
TSPYL2	TSPYL2	Testis-specific Y-encoded-like protein 2	1	1	Q9H2G4	Q9H2G4	1	1	1	79.434	1.6	0.71	5.0E-01	23.1157	1	25.016	1	24.5164	1	25.2902	1	24.0794	0	24.7536	1	
FRY	FRY;FRYL	Protein furry homolog;Protein furry homolog-like	1	1	Q5TBA9;O94915	Q5TBA9;O94915	1;1	1;1	1;1	338.87	0.3	0.84	7.1E-01	24.5531	1	23.9599	1	23.8937	1	25.5759	1	23.6512	0	23.9442	1	
IMMT	IMMT	MICOS complex subunit MIC60	2	2	Q16891-2;Q16891-4;Q16891;Q16891-3	Q16891-2;Q16891-4;Q16891;Q16891-3	2;2;2;1	2;2;2;1	2;2;2;1	82.624	3.3	1.21	3.9E-01	24.6786	1	24.1029	1	24.473	1	23.8547	0	23.9734	1	24.5985	1	
PPCS	PPCS	Phosphopantothenate--cysteine ligase	1	1	Q9HAB8-2;Q9HAB8	Q9HAB8-2;Q9HAB8	1;1	1;1	1;1	15.645	9.4	1.12	8.1E-01	22.9645	1	24.0636	1	24.8174	1	24.4288	1	23.4259	0	23.5044	1	
C9orf114	C9orf114	Putative methyltransferase C9orf114	1	1	Q5T280	Q5T280	1	1	1	42.008	3.7	1.10	7.8E-01	24.2078	1	23.7559	1	24.9498	1	24.7269	1	23.6494	0	24.1179	1	
NRSN2	NRSN2	Neurensin-2	1	1	Q9GZP1	Q9GZP1	1	1	1	21.983	7.4	1.04	9.2E-01	24.3943	1	24.3309	0	25.6099	1	24.081	1	25.264	1	24.8149	1	
PGM2L1	PGM2L1	Glucose 1,6-bisphosphate synthase	1	1	Q6PCE3	Q6PCE3	1	1	1	70.441	2.3	1.75	3.4E-01	24.7312	1	25.079	1	23.8983	1	23.2117	1	23.0123	0	25.0685	1	
DCAF6	DCAF6	DDB1- and CUL4-associated factor 6	20	1	Q58WW2-2;Q58WW2	Q58WW2-2;Q58WW2	20;19	1;0	1;0	98.422	24.7	0.82	7.5E-01	23.1058	1	24.949	1	24.3776	1	24.9155	1	25.2228	1	23.1697	0	
RPS18	RPS18	40S ribosomal protein S18	2	2	P62269	P62269	2	2	2	17.718	11.8	0.82	5.3E-01	23.9641	1	23.9091	1	25.1881	1	24.6171	0	24.6927	1	24.6048	1	
VPS13B	VPS13B	Vacuolar protein sorting-associated protein 13B	3	3	Q7Z7G8-2;Q7Z7G8-6;Q7Z7G8	Q7Z7G8-2;Q7Z7G8-6;Q7Z7G8	3;3;3	3;3;3	3;3;3	445.98	1.1	0.84	6.3E-01	24.5647	1	23.8005	1	23.5107	0	24.7184	1	23.5467	1	24.3513	1	
ARHGEF11	ARHGEF11	Rho guanine nucleotide exchange factor 11	2	2	O15085;O15085-2	O15085;O15085-2	2;2	2;2	2;2	167.7	1.6	1.38	3.1E-01	24.312	1	23.9185	1	24.8767	1	24.0177	0	24.3375	1	23.3613	1	
PDZD8	PDZD8	PDZ domain-containing protein 8	2	2	Q8NEN9	Q8NEN9	2	2	2	128.56	2.4	1.49	1.0E-01	24.0768	1	24.2415	1	23.75	1	23.567	1	23.0083	1	23.7726	0	
LMBRD2	LMBRD2	LMBR1 domain-containing protein 2	1	1	Q68DH5	Q68DH5	1	1	1	81.171	1.6	0.81	5.9E-01	24.3879	1	23.7297	1	23.7613	1	24.8718	1	24.6499	0	23.2953	1	
TTI2	TTI2	TELO2-interacting protein 2	1	1	Q6NXR4	Q6NXR4	1	1	1	56.914	4.1	0.71	6.0E-01	22.2062	0	23.0507	1	22.7812	0	22.1648	0	24.8685	1	22.5069	0	
ZNF131	ZNF131	Zinc finger protein 131	2	2	P52739-2;P52739	P52739-2;P52739	2;2	2;2	2;2	67.301	3.9	1.12	7.0E-01	24.9917	1	24.5922	1	23.8137	1	24.5171	1	23.8727	1	24.51	0	
GMEB1	GMEB1	Glucocorticoid modulatory element-binding protein 1	2	2	Q9Y692-2;Q9Y692	Q9Y692-2;Q9Y692	2;2	2;2	2;2	61.327	3.2	0.72	3.8E-01	23.6043	1	24.1692	1	25.1642	1	24.9811	1	24.4566	1	24.942	0	
SPIN2B	SPIN2B;SPIN2A	Spindlin-2B;Spindlin-2A	1	1	Q9BPZ2;Q99865	Q9BPZ2;Q99865	1;1	1;1	1;1	29.158	5	0.87	7.4E-01	23.651	1	24.6357	1	22.6061	1	23.7078	1	24.0117	1	23.7949	0	
MARK3	MARK3	MAP/microtubule affinity-regulating kinase 3	14	1	P27448-6;P27448-7	P27448-6;P27448-7	14;14	1;1	1;1	79.935	24.3	1.71	4.8E-01	25.8699	1	23.625	1	24.0516	1	24.4572	1	24.4921	1	22.27	0	
MED18	MED18	Mediator of RNA polymerase II transcription subunit 18	2	2	Q9BUE0	Q9BUE0	2	2	2	23.662	9.6	1.27	6.0E-01	23.8014	1	24.0667	1	23.7065	1	22.4146	1	23.69	1	24.443	0	
S100A16	S100A16	Protein S100-A16	2	2	Q96FQ6	Q96FQ6	2	2	2	11.801	23.3	0.72	4.8E-01	23.3058	1	23.337	1	23.705	1	24.3384	0	24.6729	1	22.76	1	
CAMSAP2	CAMSAP2	Calmodulin-regulated spectrin-associated protein 2	4	4	Q08AD1-2;Q08AD1-3;Q08AD1	Q08AD1-2;Q08AD1-3;Q08AD1	4;4;4	4;4;4	4;4;4	165.06	3.4	1.16	7.3E-01	24.5631	1	23.9228	1	24.4171	1	24.3173	0	23.0669	1	24.8842	1	
TEAD1	TEAD1;TEAD4;TEAD3;TEAD2	Transcriptional enhancer factor TEF-1;Transcriptional enhancer factor TEF-3;Transcriptional enhancer factor TEF-5;Transcriptional enhancer factor TEF-4	1	1	P28347-2;Q15561-3;P28347;Q15561;Q99594;Q15562;Q15562-2;Q15562-4	P28347-2;Q15561-3;P28347;Q15561;Q99594;Q15562;Q15562-2;Q15562-4	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1	39.999	3.4	0.85	7.0E-01	24.4823	1	23.3297	1	23.5333	1	23.6739	1	24.8902	1	23.494	0	
INCENP	INCENP	Inner centromere protein	1	1	Q9NQS7-2;Q9NQS7	Q9NQS7-2;Q9NQS7	1;1	1;1	1;1	104.99	1.9	0.89	8.0E-01	23.7013	1	24.4022	1	24.2234	1	25.2445	1	23.279	0	24.2995	1	
CEP41	CEP41	Centrosomal protein of 41 kDa	1	1	Q9BYV8-5;Q9BYV8-2;Q9BYV8	Q9BYV8-5;Q9BYV8-2;Q9BYV8	1;1;1	1;1;1	1;1;1	31.579	6.3	0.83	5.6E-01	23.8322	1	24.1335	0	23.849	1	23.392	1	24.7458	1	24.4825	1	
SCD5	SCD5	Stearoyl-CoA desaturase 5	1	1	Q86SK9-2;Q86SK9	Q86SK9-2;Q86SK9	1;1	1;1	1;1	28.982	7	1.31	6.2E-01	24.6546	1	23.1721	1	24.6589	1	22.7819	1	24.5748	1	23.9638	0	
