Leading	Gene names	Protein names	Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/Control	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	PDXDC1;PDXDC2P	Pyridoxal-dependent decarboxylase domain-containing protein 1;Putative pyridoxal-dependent decarboxylase domain-containing protein 2	2	2	Q6P996;Q6P474	Q6P996;Q6P474	2;1	2;1	2;1	86.706	2.9	1.22426086529652	0.482621872151329	7.57832	1	7.51682	1	8.30397	1	7.49745	1	7.02717	1	7.99876	0	
	ZFYVE16	Zinc finger FYVE domain-containing protein 16	3	3	Q7Z3T8	Q7Z3T8	3	3	3	168.9	2.6	0.84136108698169	0.629562715566052	6.95164	1	7.93829	0	6.83888	1	7.89598	1	6.84646	1	7.73397	1	
	SPAG5	Sperm-associated antigen 5	2	2	Q96R06	Q96R06	2	2	2	134.42	1.9	0.808165684667116	0.595497578732866	7.50447	1	7.81699	1	8.01561	1	7.16942	1	8.94096	1	8.14853	0	
	ESYT1	Extended synaptotagmin-1	2	2	Q9BSJ8	Q9BSJ8	2	2	2	122.85	2.9	1.08668665449417	0.864289824554224	8.37945	1	8.31948	1	7.55597	1	7.45728	1	7.2724	0	9.16541	1	
	RNF214	RING finger protein 214	1	1	Q8ND24	Q8ND24	1	1	1	77.667	1.4	0.762929683363496	0.447311434432277	8.11918	1	7.78939	1	6.75879	1	8.10988	0	8.21296	1	7.51565	1	
	UHRF1	E3 ubiquitin-protein ligase UHRF1	3	3	Q96T88	Q96T88	3	3	3	89.813	3.9	0.842748465251741	0.550730336661374	7.3638	1	8.57379	1	7.89745	1	8.10476	0	7.994	1	8.47676	1	
	HECTD3	E3 ubiquitin-protein ligase HECTD3	1	1	Q5T447	Q5T447	1	1	1	97.112	1.4	0.681165371735058	0.432182323478104	7.69568	1	6.91166	1	9.0166	1	8.1215	1	8.49991	1	8.6643	0	
	AP3D1	AP-3 complex subunit delta-1	1	1	O14617	O14617	1	1	1	130.16	1	1.44708533451711	0.405217320078876	9.24282	0	8.01191	1	7.45934	1	7.37903	1	7.5963	1	8.13929	1	
	HSDL1	Inactive hydroxysteroid dehydrogenase-like protein 1	1	1	Q3SXM5	Q3SXM5	1	1	1	37.001	3.3	0.837662503297716	0.56900751205202	7.74322	0	7.96126	1	7.60089	1	7.50741	1	7.75592	1	8.80871	1	
	LEPRE1	Prolyl 3-hydroxylase 1	1	1	Q32P28	Q32P28	1	1	1	83.393	1.4	1.17436754230952	0.652996720269067	7.54429	1	7.28515	1	7.8236	1	6.48352	1	8.03591	1	7.43796	0	
	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	5	5	O60271	O60271	5	5	5	146.2	5.7	1.12687149161558	0.846394631377421	9.19158	0	6.84872	1	7.07374	1	7.06788	1	8.26859	1	7.2606	1	
	BAG2	BAG family molecular chaperone regulator 2	1	1	O95816	O95816	1	1	1	23.772	5.2	1.0192573073776	0.87805819385927	7.79292	1	7.82088	1	7.45266	1	7.71755	1	7.4317	1	7.83466	0	
	SCAMP1	Secretory carrier-associated membrane protein 1	2	2	O15126	O15126	2	2	2	37.92	10.7	0.527865396388574	0.143571090798723	7.18182	1	7.06314	1	7.90458	1	7.43779	0	8.69761	1	8.77941	1	
	EXOC2	Exocyst complex component 2	1	1	Q96KP1	Q96KP1	1	1	1	104.07	0.9	1.47449609333875	0.214147988792125	8.51759	0	8.75909	1	8.5634	1	7.36804	1	8.14253	1	8.64885	1	
	DCTN2	Dynactin subunit 2	3	3	Q13561	Q13561	3	3	3	44.23	9.5	1.16427753330803	0.720856800653544	7.98482	1	7.24731	1	7.84882	1	8.20434	1	6.45469	1	7.76361	0	
	CCDC138	Coiled-coil domain-containing protein 138	2	2	Q96M89	Q96M89	2	2	2	76.218	3.8	1.69484107687886	0.157925405248417	8.46891	0	8.87935	1	7.59082	1	7.97048	1	7.22742	1	7.45773	1	
	TNPO3	Transportin-3	3	3	Q9Y5L0	Q9Y5L0	3	3	3	104.2	4	0.657779977944706	0.446739136060996	6.10306	1	8.56164	1	7.63324	1	8.02005	1	8.02181	1	8.06905	0	
	UBAC1	Ubiquitin-associated domain-containing protein 1	1	1	Q9BSL1	Q9BSL1	1	1	1	45.338	3.2	1.06212200739749	0.742237683914187	7.58867	1	7.42738	1	8.095	1	7.88791	1	7.55865	0	7.40364	1	
	RFC1	Replication factor C subunit 1	2	2	P35251	P35251	2	2	2	128.25	2.2	0.551068665099233	0.286409223601429	8.57975	1	6.94773	1	6.72458	1	8.68045	1	8.64097	0	7.50972	1	842;845
	NAP1L4	Nucleosome assembly protein 1-like 4	3	2	Q99733	Q99733	3	2	2	42.823	7.7	1.10612773745851	0.724427619745789	7.77528	1	7.81653	1	7.46217	1	6.82553	0	8.05219	1	7.73971	1	
	FABP5	Fatty acid-binding protein, epidermal	1	1	Q01469	Q01469	1	1	1	15.164	6.7	1.37460965716199	0.521426380946443	7.17171	1	9.16714	0	7.41233	1	7.55262	1	7.71036	1	7.11113	1	
	NPLOC4	Nuclear protein localization protein 4 homolog	2	2	Q8TAT6	Q8TAT6	2	2	2	68.119	4.1	1.00901582410981	0.974698056267341	7.45683	1	8.42698	0	8.70393	1	8.26837	1	8.22648	1	8.05404	1	
	IPO11	Importin-11	1	1	Q9UI26	Q9UI26	1	1	1	112.53	1.3	1.22852226118862	0.563818082187302	7.96596	1	8.00443	1	8.25007	1	8.03823	1	6.87462	1	8.41684	0	
	TOP2B	DNA topoisomerase 2-beta	2	1	Q02880	Q02880	2	1	1	183.26	1.4	1.15462790670115	0.731699907279662	8.36403	1	8.16017	1	7.66613	1	7.96713	1	8.70404	1	6.89688	0	
	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	2	2	P39656	P39656	2	2	2	50.8	4.4	1.05916459303166	0.86257367555317	7.49867	1	7.98929	1	8.66219	1	7.58803	1	8.55271	0	7.76063	1	
	NDFIP1	NEDD4 family-interacting protein 1	2	2	Q9BT67	Q9BT67	2	2	2	24.899	13.6	0.560739264533277	0.08576695667579	6.91377	1	6.95708	1	7.40105	0	7.37756	1	7.87047	1	8.52767	1	
	MID1	E3 ubiquitin-protein ligase Midline-1	1	1	O15344	O15344	1	1	1	75.25	1.6	0.749257746600446	0.532348457475192	7.09596	1	8.33727	0	7.78149	1	7.17423	1	8.54926	1	8.74062	1	
	CAP1	Adenylyl cyclase-associated protein 1	1	1	Q01518	Q01518	1	1	1	51.901	4.8	0.850117403389439	0.569411193149888	7.49568	1	7.71452	1	7.64548	1	7.19584	0	7.87569	1	8.48695	1	
	CKAP5	Cytoskeleton-associated protein 5	3	3	Q14008	Q14008	3	3	3	225.49	1.9	1.95548842982286	0.087520542300193	9.16485	1	8.09956	0	8.22957	1	7.0045	1	7.69928	1	7.88762	1	
	KLHL11	Kelch-like protein 11	1	1	Q9NVR0	Q9NVR0	1	1	1	80.147	3.1	0.992378923367299	0.957823305561523	7.76154	1	7.85882	1	7.87611	1	7.64598	1	8.22889	1	7.65471	0	
	KIF3A	Kinesin-like protein KIF3A	3	3	Q9Y496	Q9Y496	3	3	3	80.04	4.9	1.80483381106681	0.179360580150605	8.24869	0	8.40381	1	7.85808	1	6.48247	1	7.26641	1	8.2061	1	
	RBM25	RNA-binding protein 25	2	2	P49756	P49756	2	2	2	100.18	2.6	0.758522036913379	0.580336652098367	6.86042	1	7.37032	1	7.62676	1	8.16218	1	8.44477	0	6.44677	1	
	SF3A3	Splicing factor 3A subunit 3	1	1	Q12874	Q12874	1	1	1	58.848	2.4	1.12332391913748	0.838281149014915	6.70491	1	8.23721	0	8.95878	1	8.0518	1	8.3119	1	7.03387	1	
	KIF11	Kinesin-like protein KIF11	3	3	P52732	P52732	3	3	3	119.16	3.2	0.830052216069535	0.712413269351222	8.82493	0	6.57987	1	7.86951	1	7.94546	1	8.3963	1	7.73873	1	
	EPN3	Epsin-3	2	1	Q9H201	Q9H201	2	1	1	68.221	3.5	1.17875427242916	0.096074913030069	7.53597	1	7.51667	1	7.84193	1	7.4536	0	7.36153	1	7.36765	1	
	CSNK2B	Casein kinase II subunit beta	1	1	P67870	P67870	1	1	1	24.942	4.2	1.15432702293014	0.404467843959457	8.16229	1	7.63981	0	7.75427	1	7.81979	1	7.78133	1	7.33411	1	
	SUGT1	Suppressor of G2 allele of SKP1 homolog	1	1	Q9Y2Z0	Q9Y2Z0	1	1	1	41.024	3.3	0.669719555591474	0.369386483672372	8.49888	1	7.62322	0	7.06781	1	7.65874	1	9.01476	1	8.25154	1	
	UTRN	Utrophin	1	1	P46939	P46939	1	1	1	394.46	0.4	0.846936669616876	0.695089935144044	7.777	1	6.60153	1	8.18011	0	7.39933	1	8.38683	1	7.49151	1	
	AAGAB	Alpha- and gamma-adaptin-binding protein p34	2	2	Q6PD74	Q6PD74	2	2	2	34.593	7	0.957662689062566	0.881213212223038	7.49638	1	8.21482	1	7.73151	1	7.80768	1	8.47964	1	7.34261	0	
	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	2	2	O43143	O43143	2	2	2	90.932	2.6	1.23489039636667	0.41964881394234	7.40363	1	7.81294	1	7.68469	1	7.41836	0	6.74228	1	7.82748	1	
	MKRN1	E3 ubiquitin-protein ligase makorin-1	1	1	Q9UHC7	Q9UHC7	1	1	1	53.349	5.6	0.505971489749165	0.275612556817384	8.56666	0	6.05152	1	6.97443	1	8.23976	1	8.59688	1	7.70459	1	
	SUPT6H	Transcription elongation factor SPT6	2	2	Q7KZ85	Q7KZ85	2	2	2	199.07	1.3	0.676605589252352	0.343871355042318	7.67284	1	7.77128	1	6.77602	1	8.58252	0	8.1608	1	7.16767	1	
	SF1	Splicing factor 1	1	1	Q15637	Q15637	1	1	1	68.329	2	0.824158657366615	0.54957630520926	7.74627	1	7.98036	1	7.33084	1	7.3319	0	8.65487	1	7.90771	1	
	C3orf38	Uncharacterized protein C3orf38	2	2	Q5JPI3	Q5JPI3	2	2	2	37.54	7.9	1.33692543172435	0.343745482989389	8.31218	1	7.96377	1	7.43821	1	7.20186	1	8.07872	1	7.17682	0	
	TRIM32	E3 ubiquitin-protein ligase TRIM32	2	2	Q13049	Q13049	2	2	2	71.988	4.4	1.06571583075682	0.889189242662061	6.98138	1	8.02751	1	6.59566	1	7.324	0	7.7541	1	6.25099	1	
	ABCF1	ATP-binding cassette sub-family F member 1	2	2	Q8NE71	Q8NE71	2	2	2	95.925	2.4	1.11530941058167	0.753770262835904	8.01015	1	8.55387	1	7.0139	1	7.6888	1	7.48768	0	7.92911	1	
	HBS1L	HBS1-like protein	4	4	Q9Y450	Q9Y450	4	4	4	75.472	8	0.929861015079513	0.894895656132335	7.33547	1	8.30621	1	8.22645	1	9.28444	1	7.95369	1	6.94474	0	
	CNOT1	CCR4-NOT transcription complex subunit 1	2	2	A5YKK6	A5YKK6	2	2	2	266.94	1.3	1.24676019478524	0.391186627273927	8.2555	0	7.82027	1	7.81618	1	7.51829	1	7.2063	1	8.21281	1	
	COG2	Conserved oligomeric Golgi complex subunit 2	2	2	Q14746	Q14746	2	2	2	83.207	3.7	0.574074946221713	0.405826123837786	5.36184	1	7.62	0	7.99929	1	8.26255	1	7.37427	1	7.74639	1	
	GOLGA2	Golgin subfamily A member 2	3	3	Q08379	Q08379	3	3	3	113.08	3	1.92256716539197	0.120558545579055	8.2075	0	8.19404	1	7.79419	1	7.40348	1	6.22333	1	7.73983	1	
	SLC23A2	Solute carrier family 23 member 2	1	1	Q9UGH3	Q9UGH3	1	1	1	70.336	1.7	0.947130942701193	0.85395601123852	7.05255	1	7.71572	1	8.37381	1	7.8092	1	7.58022	0	7.98774	1	
	SLC1A3	Excitatory amino acid transporter 1	1	1	P43003	P43003	1	1	1	59.572	2.2	0.76723157498744	0.470717126610417	8.04297	1	8.2797	1	6.7654	0	7.97497	1	8.27385	1	7.98604	1	
	BIRC6	Baculoviral IAP repeat-containing protein 6	3	3	Q9NR09	Q9NR09	3	3	3	530.25	0.7	1.59294339298344	0.095049535753469	7.60137	1	8.05235	0	8.58736	1	7.54999	1	7.50216	1	7.17385	1	
	THOC2	THO complex subunit 2	2	2	Q8NI27	Q8NI27	2	2	2	182.77	1.4	0.851295553465552	0.511090725372201	7.1822	0	8.10959	1	7.34437	1	7.48155	1	7.89897	1	7.95244	1	
	NCAPG	Condensin complex subunit 3	2	2	Q9BPX3	Q9BPX3	2	2	2	114.33	2.6	1.54740409836004	0.164861785854613	7.782	1	8.07271	1	8.92357	1	7.91401	1	7.46581	0	7.5089	1	
	CEP131	Centrosomal protein of 131 kDa	1	1	Q9UPN4	Q9UPN4	1	1	1	122.15	0.8	1.66670756959169	0.22172976667869	7.82241	0	9.42079	1	8.21827	1	8.08548	1	7.53608	1	7.62891	1	
	RFWD3	E3 ubiquitin-protein ligase RFWD3	2	2	Q6PCD5	Q6PCD5	2	2	2	85.093	2.8	1.29435916604574	0.530387157794699	8.74532	1	8.63102	1	7.42036	1	7.74578	0	7.39453	1	8.53968	1	
	STIM1	Stromal interaction molecule 1	1	1	Q13586	Q13586	1	1	1	77.422	2	1.17602195996378	0.595011007360052	7.96554	1	7.30568	1	8.14235	1	7.87365	1	6.93934	0	7.89882	1	
	RNF2	E3 ubiquitin-protein ligase RING2	3	3	Q99496	Q99496	3	3	3	37.655	10.7	0.760523640911752	0.291199080969144	6.69014	0	7.72223	1	7.52965	1	7.70237	1	7.83788	1	7.58658	1	
	DKC1	H/ACA ribonucleoprotein complex subunit 4	1	1	O60832	O60832	1	1	1	57.673	1.9	1.55310137361378	0.46535887404697	7.22366	1	8.16018	1	8.51345	0	8.58983	1	7.17941	1	6.22259	1	
