Leading	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	Imputed (0=no/1=yes)	LFQ intensity RNAi_2	Imputed (0=no/1=yes)	LFQ intensity RNAi_3	Imputed (0=no/1=yes)	LFQ intensity Control_1	Imputed (0=no/1=yes)	LFQ intensity Control_2	Imputed (0=no/1=yes)	LFQ intensity Control_3	Imputed (0=no/1=yes)	GlyGly (K) site positions
	ELF1	ETS-related transcription factor Elf-1	2	2	P32519	P32519	2	2	2	67.497	4.5	1.18042387023969	0.653294497085644	21.1343	1	22.3657	1	21.0735	1	21.7437	0	21.2614	1	20.8505	1	
	DDIT4	DNA damage-inducible transcript 4 protein	1	1	Q9NX09	Q9NX09	1	1	1	25.37	6.5	0.917710487631682	0.878139676329191	22.9727	1	20.3855	1	21.3046	1	21.7571	1	21.6406	0	21.6368	1	
	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	1	1	P22695	P22695	1	1	1	48.442	3.5	1.28081845450574	0.390347138455432	21.9632	1	22.2545	0	21.1299	1	21.1182	1	21.6178	1	21.5404	1	
	SRPR	Signal recognition particle receptor subunit alpha	1	1	P08240	P08240	1	1	1	69.81	2	1.14465513145784	0.834814531187394	20.532	1	23.1431	1	21.5324	1	21.2647	1	20.9654	0	22.3926	1	
	PHF21A	PHD finger protein 21A	2	2	Q96BD5	Q96BD5	2	2	2	74.853	5.1	0.949880216034698	0.878489145950766	20.9092	1	21.8146	1	22.3234	1	21.596	0	22.1363	1	21.5375	1	
	CHPT1	Cholinephosphotransferase 1	2	2	Q8WUD6	Q8WUD6	2	2	2	45.096	5.9	1.81338844858964	0.430045096423098	23.4121	0	21.8456	1	20.3211	1	20.2867	1	21.0334	1	21.6827	1	
	EMC1	ER membrane protein complex subunit 1	3	3	Q8N766	Q8N766	3	3	3	111.76	3.9	0.93597811351929	0.471018537883987	21.3017	1	21.5384	1	21.5816	1	21.7219	1	21.4377	0	21.5485	1	
	NUP54	Nucleoporin p54	2	2	Q7Z3B4	Q7Z3B4	2	2	2	55.435	4.9	0.883204238044833	0.72003399287485	20.7021	1	21.6515	1	21.9162	1	21.0541	1	22.0096	1	21.7437	0	
	GPATCH11	G patch domain-containing protein 11	1	1	Q8N954	Q8N954	1	1	1	33.277	4.9	1.14515747301801	0.74065336448733	21.2298	1	21.7538	1	21.7487	1	22.3518	1	21.236	1	20.5578	0	
	NUP214	Nuclear pore complex protein Nup214	4	4	P35658	P35658	4	4	4	213.62	2.2	0.94851151941793	0.874775276077091	21.1887	1	21.0575	1	21.4135	1	21.425	1	21.9892	1	20.4743	0	
	PAPD5	Non-canonical poly(A) RNA polymerase PAPD5	1	1	Q8NDF8	Q8NDF8	1	1	1	63.266	2.8	0.831636509412588	0.777658637329215	21.2499	1	22.5467	1	21.3455	1	23.4873	1	20.9104	1	21.5424	0	
	SPTBN5	Spectrin beta chain, non-erythrocytic 5	2	2	Q9NRC6	Q9NRC6	2	2	2	416.75	0.5	0.917144525711871	0.868938820317415	22.0846	1	21.2249	1	21.1516	1	20.3838	1	21.8945	0	22.5573	1	
	SEC16A	Protein transport protein Sec16A	1	1	O15027	O15027	1	1	1	233.51	0.5	1.2496750472905	0.630367769916748	22.2229	1	21.2779	1	21.7641	0	22.4464	1	21.3183	1	20.5355	1	
	LUC7L2	Putative RNA-binding protein Luc7-like 2	1	1	Q9Y383	Q9Y383	1	1	1	46.513	3.8	0.611912807246617	0.197389478661439	20.3107	1	20.5082	1	21.5156	1	21.0662	1	21.9823	1	21.4117	0	
	GJC1	Gap junction gamma-1 protein	1	1	P36383	P36383	1	1	1	45.469	6.3	1.01098108127191	0.970267757969195	22.3394	1	21.2603	1	21.825	1	21.4529	1	22.2718	1	21.6528	0	
	GTF3C1	General transcription factor 3C polypeptide 1	2	2	Q12789	Q12789	2	2	2	238.87	1.1	1.10433432637393	0.835771196865784	21.725	0	20.5604	1	22.6445	1	21.2731	1	21.9705	1	21.2568	1	
	RIOK2	Serine/threonine-protein kinase RIO2	3	3	Q9BVS4	Q9BVS4	3	3	3	63.282	8.5	1.10391033949687	0.73508912873979	21.1013	1	22.2259	1	21.8517	1	21.9782	1	21.2493	0	21.5235	1	
	YTHDC2	Probable ATP-dependent RNA helicase YTHDC2	3	3	Q9H6S0	Q9H6S0	3	3	3	160.25	2.2	1.26272808184085	0.379325465978841	21.5741	1	22.5063	1	21.8693	1	21.7361	1	21.9418	0	21.2621	1	
	BIN1	Myc box-dependent-interacting protein 1	1	1	O00499	O00499	1	1	1	64.699	3	1.68147811286915	0.265515573994852	22.2545	1	21.0474	1	22.884	1	20.9341	1	21.6737	0	21.3289	1	
	BTAF1	TATA-binding protein-associated factor 172	3	3	O14981	O14981	3	3	3	206.89	2.9	1.17584834448728	0.740661891623396	20.8605	1	20.96	1	22.4878	1	21.8365	0	20.4754	1	21.2951	1	
	GPRIN1	G protein-regulated inducer of neurite outgrowth 1	1	1	Q7Z2K8	Q7Z2K8	1	1	1	102.4	1.5	0.829094238947362	0.593850327069033	22.1178	1	21.6298	0	21.1701	1	22.6633	1	21.4662	1	21.5993	1	
	SLC1A4	Neutral amino acid transporter A	1	1	P43007	P43007	1	1	1	55.722	5.1	0.901506625687669	0.818969824161038	20.5367	1	21.6644	1	20.1023	1	21.7103	1	20.5713	0	20.4706	1	
	AARSD1	Alanyl-tRNA editing protein Aarsd1	1	1	Q9BTE6	Q9BTE6	1	1	1	45.479	3.6	1.79989905855962	0.141989097902858	21.6054	1	22.5607	1	21.3697	1	21.5602	0	20.8256	1	20.6064	1	
	SALL2	Sal-like protein 2	1	1	Q9Y467	Q9Y467	1	1	1	105.31	1.9	0.977046614942274	0.958935286701662	22.017	1	20.594	1	22.0549	0	21.3048	1	22.3372	1	21.1244	1	
	MID2	Probable E3 ubiquitin-protein ligase MID2	3	3	Q9UJV3	Q9UJV3	3	3	3	83.209	4.6	0.906938733077395	0.746723810958915	21.1539	1	21.8999	1	21.4085	1	22.1322	1	21.7804	0	20.9724	1	
	POLD1	DNA polymerase delta catalytic subunit	1	1	P28340	P28340	1	1	1	123.63	1.5	1.09791852657401	0.809114156903509	20.1991	1	21.4651	1	21.2646	1	20.9787	1	20.1887	0	21.3571	1	
	DOCK7	Dedicator of cytokinesis protein 7	2	2	Q96N67	Q96N67	2	2	2	242.56	1.2	1.07809775621927	0.907591249494837	21.264	1	20.5411	1	23.0862	1	22.0242	1	21.9046	0	20.637	1	
	RIOK3	Serine/threonine-protein kinase RIO3	2	2	O14730	O14730	2	2	2	59.092	5.6	1.17081407954938	0.672261128199437	20.9058	1	21.5216	1	21.7812	1	20.8264	1	20.6758	1	22.0239	0	
	PPP1R15B	Protein phosphatase 1 regulatory subunit 15B	1	1	Q5SWA1	Q5SWA1	1	1	1	79.151	2	1.79408096618561	0.146063936187849	22.2181	1	22.0101	1	21.3203	1	20.9317	1	21.7013	1	20.3858	0	
	PYGB	Glycogen phosphorylase, brain form	4	2	P11216	P11216	4	2	2	96.695	7	1.21796442939036	0.374238962090461	21.8181	1	21.0648	1	21.4815	1	21.2145	1	21.4633	1	20.8331	0	
	RNF8	E3 ubiquitin-protein ligase RNF8	2	2	O76064	O76064	2	2	2	55.517	5.4	1.09148855290501	0.87195264617988	21.3756	1	20.26	1	22.2567	0	20.5812	1	20.8666	1	22.0657	1	
	NCOA4	Nuclear receptor coactivator 4	1	1	Q13772	Q13772	1	1	1	69.725	1.8	1.29376985205792	0.477187435462388	21.2576	1	22.077	1	22.6074	0	21.1051	1	22.0094	1	21.7128	1	
	DNAJC13	DnaJ homolog subfamily C member 13	1	1	O75165	O75165	1	1	1	254.41	0.5	0.861381354268409	0.827355198430232	21.586	0	22.6252	1	19.8018	1	22.2779	1	20.8266	1	21.5544	1	
	PNPLA2	Patatin-like phospholipase domain-containing protein 2	3	3	Q96AD5	Q96AD5	3	3	3	55.315	8.7	1.38300464310723	0.21906197559236	22.2439	1	21.46	1	21.5779	1	21.4488	1	21.5506	0	20.8791	1	
	CENPV	Centromere protein V	1	1	Q7Z7K6	Q7Z7K6	1	1	1	29.946	6.2	0.745294748870919	0.063663425098624	20.6376	1	21.0696	1	21.1096	1	21.4579	0	21.2257	1	21.4057	1	
	KCTD5	BTB/POZ domain-containing protein KCTD5	1	1	Q9NXV2	Q9NXV2	1	1	1	26.092	5.1	0.793595087325843	0.468403358125365	21.3799	1	22.0692	1	20.8611	1	21.6067	1	22.2178	1	21.4863	0	
	RPAP2	Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2	2	2	Q8IXW5	Q8IXW5	2	2	2	69.508	5.9	1.59875181838798	0.262008873563092	22.7971	1	21.5399	1	21.7601	1	22.0347	1	21.1198	1	20.9117	0	
	FAM175A	BRCA1-A complex subunit Abraxas	1	1	Q6UWZ7	Q6UWZ7	1	1	1	46.662	2.7	1.04871219214715	0.847260188436501	20.8811	1	21.4638	1	21.6398	1	21.4726	1	21.5313	0	20.775	1	
	C12orf4	Protein C12orf4	1	1	Q9NQ89	Q9NQ89	1	1	1	63.8	2.2	1.29971742751861	0.634462561139377	22.3798	1	20.3221	1	22.1364	0	20.5428	1	21.5323	1	21.6286	1	
	DSN1	Kinetochore-associated protein DSN1 homolog	2	2	Q9H410	Q9H410	2	2	2	40.067	7.3	0.925944097078701	0.810702290418922	20.8061	1	21.8522	1	21.9605	0	21.2931	1	21.5794	1	22.0793	1	
	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	1	1	Q2TAA5	Q2TAA5	1	1	1	55.65	2.8	1.55328439412919	0.310150867331757	20.9469	1	22.703	1	21.495	1	21.4227	0	20.9593	1	20.8569	1	
	CAPZA2	F-actin-capping protein subunit alpha-2	2	1	P47755	P47755	2	1	1	32.949	8.4	0.719617412075607	0.309538732563841	21.1955	1	22.4543	0	21.5383	1	22.4514	1	22.2551	1	21.9057	1	
	BCL7A	B-cell CLL/lymphoma 7 protein family member A	1	1	Q4VC05	Q4VC05	1	1	1	22.81	6.2	0.719565039899537	0.165263520496781	21.5503	0	21.9072	1	20.9643	1	22.0252	1	21.8447	1	21.9763	1	
	REST	RE1-silencing transcription factor	3	3	Q13127	Q13127	3	3	3	121.87	3.9	1.2940783787257	0.602616473993138	21.8443	1	21.3313	1	22.6848	0	20.6189	1	22.4381	1	21.6876	1	
	ASPSCR1	Tether containing UBX domain for GLUT4	2	2	Q9BZE9	Q9BZE9	2	2	2	60.182	6.3	1.18012362628584	0.711493603458773	21.5021	1	21.287	1	21.5265	1	20.6083	1	22.393	1	20.5975	0	
	ADCY9	Adenylate cyclase type 9	1	1	O60503	O60503	1	1	1	150.7	1.3	1.20802641388696	0.537216075630096	21.1717	1	21.8047	1	22.3835	1	21.1643	1	21.867	0	21.5108	1	
	SDK2	Protein sidekick-2	2	2	Q58EX2	Q58EX2	2	2	2	239.39	1.3	0.601973965925207	0.260090805695821	20.2521	1	20.8142	1	21.8023	1	21.6285	1	21.1551	0	22.2818	1	
	RNF166	RING finger protein 166	2	2	Q96A37	Q96A37	2	2	2	26.122	11.4	0.770322782955966	0.385005558801127	21.063	1	21.9138	1	20.7384	1	21.363	0	21.9189	1	21.5628	1	
	HDGFRP2	Hepatoma-derived growth factor-related protein 2	1	1	Q7Z4V5	Q7Z4V5	1	1	1	74.316	2.2	1.10446369774316	0.846590128186274	22.553	1	20.5666	1	22.7238	1	21.9016	0	21.7065	1	21.8053	1	
	SKI	Ski oncogene	1	1	P12755	P12755	1	1	1	80.004	1.9	1.48401019174762	0.559403269075579	22.9131	1	20.8727	1	22.5781	0	21.8299	1	22.4856	1	20.3399	1	
	TNIP2	TNFAIP3-interacting protein 2	1	1	Q8NFZ5	Q8NFZ5	1	1	1	48.699	2.8	1.24830459086749	0.576576582952814	21.5088	1	22.0284	1	22.0389	1	22.3937	1	20.6716	1	21.5509	0	
	TTC39C	Tetratricopeptide repeat protein 39C	1	1	Q8N584	Q8N584	1	1	1	65.869	1.9	1.45177612916779	0.547787351370423	22.9758	1	21.6624	1	20.946	1	22.4421	1	20.9054	0	20.6233	1	
	MAP4K3	Mitogen-activated protein kinase kinase kinase kinase 3	1	1	Q8IVH8	Q8IVH8	1	1	1	101.31	1.5	0.885822777879218	0.555071590529712	21.8889	1	21.0014	1	21.2612	1	21.6786	1	21.5518	0	21.4458	1	
	GTPBP4	Nucleolar GTP-binding protein 1	1	1	Q9BZE4	Q9BZE4	1	1	1	73.964	1.6	0.920823782403823	0.839545812912014	21.6684	0	22.2874	1	21.133	1	22.6907	1	21.334	1	21.4211	1	
	TCP11L1	T-complex protein 11-like protein 1	1	1	Q9NUJ3	Q9NUJ3	1	1	1	57.034	2.8	1.59887150526185	0.470706288072813	21.6369	1	21.2093	1	21.6012	1	22.4023	1	19.5567	1	20.4572	0	
	INF2	Inverted formin-2	2	2	Q27J81	Q27J81	2	2	2	135.62	2.4	0.970631509486858	0.771562301711404	21.1621	1	21.6211	1	21.4334	1	21.3757	1	21.4691	0	21.5008	1	
	HAUS2	HAUS augmin-like complex subunit 2	1	1	Q9NVX0	Q9NVX0	1	1	1	26.933	6	0.757864061657883	0.349120217924901	20.4962	1	21.7134	1	21.2905	1	21.6974	1	21.6827	1	21.32	0	
	TUBAL3	Tubulin alpha chain-like 3	4	1	A6NHL2	A6NHL2	4	1	1	49.908	9.4	0.822141713821546	0.627204260816878	20.8954	1	21.8769	1	21.6097	1	21.2681	0	21.3163	1	22.6451	1	
	USP33	Ubiquitin carboxyl-terminal hydrolase 33	1	1	Q8TEY7	Q8TEY7	1	1	1	106.73	1.3	1.32679639744718	0.637244359430508	20.4808	1	22.6179	1	22.8341	1	21.8122	0	21.0154	1	21.8814	1	
	MYO1E	Unconventional myosin-Ie	3	3	Q12965;O00160	Q12965	3;1	3;1	3;1	127.06	3.6	1.20055375339219	0.609411997597436	21.9397	1	20.7238	1	21.1556	1	20.9568	1	21.5824	1	20.4889	0	
	MAPK1IP1L	MAPK-interacting and spindle-stabilizing protein-like	1	1	Q8NDC0	Q8NDC0	1	1	1	24.269	6.9	1.45903753671071	0.427907600010992	21.9916	1	20.6133	1	21.9622	1	20.5154	1	20.6023	0	21.8143	1	
	IFFO1	Intermediate filament family orphan 1	2	2	Q0D2I5	Q0D2I5	2	2	2	61.978	5.4	1.38121030205858	0.397514522981447	21.1762	1	21.1419	1	22.56	1	21.3324	1	20.8497	0	21.2982	1	
	DGCR14	Protein DGCR14	1	1	Q96DF8	Q96DF8	1	1	1	52.567	4.2	1.75067587023982	0.145997695258243	21.1289	1	22.6429	1	21.7436	1	21.2071	0	20.9268	1	20.9578	1	
	PIK3R4	Phosphoinositide 3-kinase regulatory subunit 4	2	2	Q99570	Q99570	2	2	2	153.1	1.7	1.24780976093114	0.660637162198559	20.0919	1	21.8872	1	21.9794	1	21.0123	1	21.4771	1	20.5109	0	
	HSPA12A	Heat shock 70 kDa protein 12A	3	3	O43301	O43301	3	3	3	74.977	5.5	1.02335684412435	0.945703507968146	21.5628	1	21.3871	1	21.2977	1	22.2685	1	21.1032	1	20.7759	0	
	MYO5C;MYO5B;MYO5A	Unconventional myosin-Vc;Unconventional myosin-Vb;Unconventional myosin-Va	1	1	Q9NQX4;Q9ULV0;Q9Y4I1	Q9NQX4;Q9ULV0;Q9Y4I1	1;1;1	1;1;1	1;1;1	202.81	0.8	0.750503653443901	0.367882390611996	20.4128	1	21.7771	1	21.3051	1	21.7423	1	21.4872	0	21.5077	1	
	GMEB1	Glucocorticoid modulatory element-binding protein 1	1	1	Q9Y692	Q9Y692	1	1	1	62.59	1.6	1.14838787232474	0.84387379334556	21.3674	1	19.5891	0	22.2695	1	21.8959	1	20.1051	1	20.6261	1	
	CPA4	Carboxypeptidase A4	1	1	Q9UI42	Q9UI42	1	1	1	47.351	5.2	1.00947095407089	0.978508922249024	21.0119	1	22.1489	0	20.8188	1	21.5589	1	20.853	1	21.527	1	
	HSP90AB4P	Putative heat shock protein HSP 90-beta 4	6	1	Q58FF6	Q58FF6	6	1	1	58.264	8.9	1.26192397733568	0.519506517027858	22.009	1	20.8268	1	21.3243	1	21.6606	0	20.966	1	20.5267	1	
	UBR3	E3 ubiquitin-protein ligase UBR3	2	2	Q6ZT12	Q6ZT12	2	2	2	212.43	2	0.984271140834728	0.969592170747662	21.0969	1	20.8069	1	22.0165	0	22.1899	1	20.8806	1	20.9185	1	
	SOGA1	Protein SOGA1;N-terminal form;C-terminal 80 kDa form	3	3	O94964	O94964	3	3	3	159.76	2.5	1.22649385015519	0.365828048226102	21.0204	1	21.331	1	21.5726	0	21.4821	1	20.8756	1	20.6826	1	
	SLC1A3	Excitatory amino acid transporter 1	1	1	P43003	P43003	1	1	1	59.572	2.2	0.816752007052909	0.705353783126219	20.774	1	21.1321	1	22.4396	1	22.7569	1	21.3155	0	21.1494	1	
	RNF146	E3 ubiquitin-protein ligase RNF146	1	1	Q9NTX7	Q9NTX7	1	1	1	38.95	3.6	0.815290438103354	0.753534255447653	20.2028	1	21.6516	1	22.0584	1	22.1751	1	20.2611	0	22.3605	1	
	ERCC6L	DNA excision repair protein ERCC-6-like	2	2	Q2NKX8	Q2NKX8	2	2	2	141.1	2.3	0.887572577662147	0.693095373682377	21.2613	1	22.0568	1	22.4478	1	22.253	1	22.3441	0	21.6851	1	
	KIAA0825	Uncharacterized protein KIAA0825	2	2	Q8IV33	Q8IV33	2	2	2	147.76	2.4	0.975907557099037	0.962820880143186	21.3207	1	21.5125	1	21.6377	1	20.3773	1	21.3958	0	22.8034	1	1227
	NFXL1	NF-X1-type zinc finger protein NFXL1	1	1	Q6ZNB6	Q6ZNB6	1	1	1	101.34	2.6	1.49216388902254	0.077780369149582	21.6399	1	21.7108	1	22.126	1	20.9239	1	21.2315	0	21.5891	1	
	STAU2	Double-stranded RNA-binding protein Staufen homolog 2	2	1	Q9NUL3	Q9NUL3	2	1	1	62.608	3.3	0.992077959441921	0.976463018639997	22.0268	1	21.5791	0	21.0388	1	21.1034	1	21.7865	1	21.7892	1	
	TIMM22	Mitochondrial import inner membrane translocase subunit Tim22	1	1	Q9Y584	Q9Y584	1	1	1	20.031	6.2	0.697402286863286	0.44919302087927	20.863	1	20.764	1	21.0915	1	22.3362	1	21.6822	1	20.2601	0	
	MAP4K5	Mitogen-activated protein kinase kinase kinase kinase 5	2	2	Q9Y4K4	Q9Y4K4	2	2	2	95.023	2.8	1.69732284071302	0.288922923054665	21.2013	1	21.8271	1	21.1229	1	21.5303	0	20.7993	1	19.532	1	
	USP16	Ubiquitin carboxyl-terminal hydrolase 16	3	3	Q9Y5T5	Q9Y5T5	3	3	3	93.569	3.9	1.44004310829926	0.362870781463629	21.8584	1	22.641	1	21.8496	0	22.361	1	20.835	1	21.5746	1	
	ANXA8L2	Annexin A8-like protein 2	1	1	Q5VT79	Q5VT79	1	1	1	36.879	7.6	1.01208481765827	0.965938330180254	22.517	1	21.9978	0	21.6774	1	22.0923	1	21.5186	1	22.5293	1	
	ANTXR2	Anthrax toxin receptor 2	1	1	P58335	P58335	1	1	1	53.666	2.9	1.12646071432253	0.564249262360844	21.4354	1	20.8123	1	21.6758	1	20.9557	1	21.1842	0	21.2682	1	
	CEP72	Centrosomal protein of 72 kDa	1	1	Q9P209	Q9P209	1	1	1	71.717	2.2	1.24040306850345	0.588019867655145	22.2632	1	20.6968	1	22.078	0	21.0619	1	21.7079	1	21.3359	1	
	BSDC1	BSD domain-containing protein 1	2	2	Q9NW68	Q9NW68	2	2	2	47.163	5.1	1.10846022288757	0.86086906124874	21.0855	1	21.916	1	22.9902	0	22.6629	1	20.7436	1	22.1395	1	
	NUP188	Nucleoporin NUP188 homolog	3	3	Q5SRE5	Q5SRE5	3	3	3	196.04	2.4	1.17407209401334	0.702108126865361	20.9997	1	21.6655	1	22.4178	1	20.961	1	22.2231	0	21.2042	1	
	KIF5C	Kinesin heavy chain isoform 5C	7	1	O60282	O60282	7	1	1	109.49	7.8	0.897697946514202	0.543451760525154	21.2005	1	21.7671	1	20.9798	1	21.4781	0	21.4492	1	21.4872	1	
	HIATL1	Hippocampus abundant transcript-like protein 1	2	2	Q5SR56	Q5SR56	2	2	2	54.545	6.5	0.852229561133447	0.767681367652559	22.0672	1	21.1193	1	20.3693	1	22.4932	1	20.825	1	20.9297	0	
	FAM200A	Protein FAM200A	1	1	Q8TCP9	Q8TCP9	1	1	1	66.276	2.3	0.630745100589496	0.177046359074262	21.187	1	20.5459	1	21.4039	0	22.295	1	21.6178	1	21.2187	1	
	USP6NL	USP6 N-terminal-like protein	3	3	Q92738	Q92738	3	3	3	94.103	4.7	0.638845511744964	0.157376180199324	20.9949	1	21.6728	1	21.7389	0	22.5006	1	22.2895	1	21.5558	1	
	FNBP4	Formin-binding protein 4	3	3	Q8N3X1	Q8N3X1	3	3	3	110.26	3.3	1.25219478676194	0.422769842352456	21.8846	1	22.5713	1	21.4916	1	21.4954	0	21.4595	1	22.0193	1	
	BEND3	BEN domain-containing protein 3	2	2	Q5T5X7	Q5T5X7	2	2	2	94.474	3.1	0.868334012388232	0.705729058592906	22.6161	1	21.4056	1	21.4487	1	21.4218	0	22.428	1	22.2315	1	
	CCS	Copper chaperone for superoxide dismutase	1	1	O14618	O14618	1	1	1	29.04	4.7	1.10450274178407	0.737014445289131	20.7834	1	20.5687	1	21.5304	1	21.2404	1	20.3112	1	20.9007	0	
	MBD4	Methyl-CpG-binding domain protein 4	1	1	O95243	O95243	1	1	1	66.05	1.9	1.2474379025491	0.765861080281708	20.6124	1	20.8849	0	22.6084	1	20.6523	1	19.9391	1	22.5575	1	
	DST	Dystonin	4	3	Q03001	Q03001	4	3	3	860.65	0.6	1.48808816029201	0.209922021562812	21.6642	1	21.4659	1	21.2153	1	21.5251	1	20.2753	0	20.8247	1	
	AEBP2	Zinc finger protein AEBP2	1	1	Q6ZN18	Q6ZN18	1	1	1	54.466	2.3	1.51204072778827	0.301919386266662	22.9068	1	21.3421	1	21.8817	1	21.8356	1	21.125	0	21.3805	1	
	RANBP10	Ran-binding protein 10	1	1	Q6VN20	Q6VN20	1	1	1	67.256	5.8	1.41886467684353	0.364627987129226	22.0002	1	22.8761	1	21.1919	1	21.5941	1	21.6146	1	21.3454	0	
	UPF2	Regulator of nonsense transcripts 2	2	2	Q9HAU5	Q9HAU5	2	2	2	147.81	1.5	0.82191379933428	0.334112712328987	22.0246	1	21.3756	1	21.4545	1	21.6021	1	22.1341	0	21.9674	1	
	GSTM3	Glutathione S-transferase Mu 3	1	1	P21266	P21266	1	1	1	26.559	5.3	1.70558186086553	0.142556820315287	21.1067	1	21.9459	1	22.4119	1	21.4138	1	20.8793	1	20.8606	0	
	UNK	RING finger protein unkempt homolog	2	2	Q9C0B0	Q9C0B0	2	2	2	88.084	2.2	1.10337790798955	0.872051432837518	21.7233	1	19.9545	1	21.1921	1	21.0881	1	21.7602	1	19.5957	0	
	JMJD4	JmjC domain-containing protein 4	2	2	Q9H9V9	Q9H9V9	2	2	2	52.493	5.6	0.827445960825784	0.680363489621079	19.9058	1	21.8609	1	21.3719	1	21.6597	1	21.0181	0	21.2807	1	
	DTL	Denticleless protein homolog	1	1	Q9NZJ0	Q9NZJ0	1	1	1	79.467	2.2	0.960738827969309	0.937575175797799	20.8914	1	20.7671	1	21.388	1	22.269	1	20.9868	0	19.9641	1	
	RELT	Tumor necrosis factor receptor superfamily member 19L	1	1	Q969Z4	Q969Z4	1	1	1	46.091	3.3	0.795830446976664	0.580785814067294	20.1207	1	21.8274	1	20.8158	1	21.3871	1	21.5747	1	20.7903	0	
	TSR1	Pre-rRNA-processing protein TSR1 homolog	2	2	Q2NL82	Q2NL82	2	2	2	91.809	2.6	0.905523507931621	0.825847008572894	21.7422	1	20.1667	1	21.3554	1	20.7453	1	20.9608	0	21.9877	1	
	LRP10	Low-density lipoprotein receptor-related protein 10	2	2	Q7Z4F1	Q7Z4F1	2	2	2	76.193	4.6	1.68978535524005	0.108433880486281	21.69	1	21.3426	1	21.3913	1	20.3975	0	20.337	1	21.4188	1	
	SLC16A2	Monocarboxylate transporter 8	1	1	P36021	P36021	1	1	1	59.511	2	0.964012995410955	0.727218636396478	21.2929	1	21.4857	1	21.4702	0	21.2187	1	21.6316	1	21.5572	1	
	TAF1B	TATA box-binding protein-associated factor RNA polymerase I subunit B	2	2	Q53T94	Q53T94	2	2	2	68.831	5.1	1.50490769440204	0.396211429989021	21.4511	1	20.7816	1	21.6709	1	21.8164	1	19.9938	0	20.3244	1	
	TRO	Trophinin	2	1	Q12816	Q12816	2	1	1	143.71	1.7	0.521883248523182	0.308751445830737	21.5995	1	20.2609	0	20.962	1	20.778	1	23.1963	1	21.6626	1	
	STX2	Syntaxin-2	1	1	P32856	P32856	1	1	1	33.341	4.9	1.04809718700871	0.930103974079158	20.8056	1	21.6728	0	21.6991	1	21.0802	1	20.3167	1	22.5772	1	
	OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase	1	1	Q9NPF4	Q9NPF4	1	1	1	36.426	4.8	1.20940965372591	0.381976812216041	20.8356	1	21.5501	1	21.0016	1	21.2071	1	20.7169	0	20.6404	1	
	NEK2	Serine/threonine-protein kinase Nek2	1	1	P51955	P51955	1	1	1	51.763	2.5	0.918362093893318	0.880554417185103	23.1045	1	21.0998	0	22.0015	1	22.861	1	22.5066	1	21.2068	1	
	RNF170	E3 ubiquitin-protein ligase RNF170	1	1	Q96K19	Q96K19	1	1	1	29.814	5.4	1.09464342867357	0.66921243156813	22.1326	0	21.1874	1	21.8375	1	21.685	1	21.5272	1	21.554	1	
	FMNL2	Formin-like protein 2	2	2	Q96PY5	Q96PY5	2	2	2	123.32	1.8	0.991790285871105	0.982558076851892	21.5496	1	21.4067	1	21.7567	0	22.0495	1	22.1178	1	20.5814	1	
	PLK1	Serine/threonine-protein kinase PLK1	2	2	P53350	P53350	2	2	2	68.254	5.3	1.0740402054868	0.899684213280939	21.2694	1	22.1769	1	21.3925	1	22.9226	1	20.9722	1	20.635	0	
	SYNRG	Synergin gamma	1	1	Q9UMZ2	Q9UMZ2	1	1	1	140.65	0.9	0.766294576456246	0.352455262993852	21.4873	1	20.9699	1	20.7185	1	21.8791	1	20.9021	0	21.5465	1	
	CEP162	Centrosomal protein of 162 kDa	3	3	Q5TB80	Q5TB80	3	3	3	161.94	2	1.06604615378027	0.843277669305404	21.3768	1	22.4623	1	21.0915	1	21.6109	1	21.3014	1	21.7415	0	
	POLR2J	DNA-directed RNA polymerase II subunit RPB11-a	3	3	P52435;Q9H1A7;Q9GZM3	P52435	3;1;1	3;1;1	3;1;1	13.293	28.2	1.84048501050144	0.321348295010291	23.3875	1	21.4126	1	21.9336	1	20.5961	0	22.3204	1	21.1769	1	18
	DNM1L	Dynamin-1-like protein	2	2	O00429	O00429	2	2	2	81.876	3.4	1.12109147573247	0.792559726287818	22.0133	1	21.9597	1	20.5585	1	21.2287	1	20.8196	0	21.9884	1	
	RELA	Transcription factor p65	1	1	Q04206	Q04206	1	1	1	60.218	2.9	0.765823056011482	0.657601810156186	21.8443	1	21.0529	1	20.0361	1	22.5851	1	20.8062	0	20.6968	1	
	UBR4	E3 ubiquitin-protein ligase UBR4	2	2	Q5T4S7	Q5T4S7	2	2	2	573.83	0.8	1.30071239676178	0.438538775883368	21.2614	1	21.5391	1	21.7552	1	21.2511	0	21.8001	1	20.3667	1	
